Orionintie|24.76728,60.18267
Emil Halme|24.6024211,60.1927714
Pizza taxi|24.8131738,60.2206233
Madekuja|
Vääräjärven telttailualue|24.6225707,60.308836
Portti|
Mankkaanpuro|
S-market|24.7581476,60.2698805
Palje|
Karakaarenkuja|
Pizza Taxi|24.7408088,60.3049691
Ruuhijärventie|
Peltokumpu|
Sigurdsbergintie|
Kaskenpäänkuja|
Pizza Kebab Adanüs|24.7933461,60.1757174
Matinlahdenkatu|
Isonkorventie|
S-Market|24.7264251,60.1724645
Etelä-Tapiolan koulu ja lukio|24.7936528,60.1782774
Tiistinkallio|
Reunakuja|
Leppälinnunpolku|
Harakanpesä|24.8123658,60.223312
Palttinapolku|
Katajatie|
Quartetto Campus|24.80945784722222,60.21313469166666
Mäkikuja|
Riimukallio|
Tillinmäentie|
Tuokkonen|
Tillintie|
Stella Business Park- Luna|24.817328586666672,60.21170618
Oxfotinaukio|
Sorvamäki|
Niittopolku|
Meriviitantie|
Priima|24.7571235,60.1767866
Tuomarilanportti|
Hösmärin päiväkoti|24.67187151363637,60.19827432727272
Vihermäki|
Alokastie|
Vaasan&Vaasan leipomo|24.772916438461532,60.207036669230774
Shell HelmiSimpukka Espoo Lahnus|24.7145564,60.3172201
Fennia|24.8097695,60.218049
Tekla Corporation|24.80706575714286,60.186338799999994
Ullanmäki|
Startup Sauna|24.832191549999997,60.1805755875
Transmeri|24.752150922222224,60.21436827777778
Vehkasyrjä|
Haukilahden Palvelukeskus|24.776882649999997,60.1622729
Niipperinpolku|
Nuottatie|
Vastaranta|
Sunankalliontie|
Mankinkuja|
Yli-Lommilan kuja|
Pihlajapuuntie|
Karapellontie|
Aalto Teknillinen fysiikka|24.830447017391304,60.18803570869564
Saniaismäki|
Sodexo HTC Keilaniemi|24.8365174,60.1785701
Päivänkehräntie|
Jupperin koulu|24.768658071794878,60.24589291282051
St1 Espoo Automat Leppävaara|24.8208761,60.2197992
Kauklahden VPK|24.60456438571428,60.193943614285715
Punametsäntie|
Kauppamäki|
Rintinmäki|
Hyljekuja|
Marjaranta|
Miinalantie|
Westendin puistotie|
Riippakoivuntie|
Neulaspolku|
Kaitapolku|
Nikunpellontanner|
Katajalaaksontie|
Naavakalliontie|
Lukupurontie|
Sepettorppa|
Kirkkojärven minigolf|24.6632779,60.2103128
Rantsu|24.839442780000002,60.18826984
Kultajousi|24.7387889,60.1610571
Päivänkaari|
Iirislahdenkuja|
Sepon koulu|24.795276944444442,60.18648206296297
Lähdesuoni|
Tuohistanhua|
Sauna pub|24.725586,60.1719503
Servin Maijan tie|
La Chica|24.7379845,60.1618131
Posti |24.6567484,60.3511185
Grillikatos|24.6946841,60.31478068
Nihtimäki|
Lars Sonckin kaari|
Kivimiehentie|
Ahlsell|24.75760802,60.175678659999996
Kalastajanmäki|
Soukanlahdentie|
Ruotutorppa|
Vehaksentie|
Kiulupolku|
Haltijatontuntie|
Laajalahden koulu|24.809438,60.2033357
Birger Carlstedtin kuja|
Saunarannankuja|
Gigantti|24.704276900000004,60.16406976666667
Suur-Helsingin Golf / Lakisto|24.65234878585859,60.358855063636334
Päiväkoti Oravanpoika|24.7237793,60.2322846
Taljakuja|
Kasimir Leinon puisto|24.807699364285714,60.235402650000005
Aallonkohina|
Kiltakallio|
Kulmakuja|
Hakjärventie|
Nokia Siemens Networks|24.758459400000003,60.223834780952366
Tiilismäki|
Sammalkalliontie|
Friisinniitty|
Lundia|24.6982015,60.1600935
Kiltakallionrinne|
Kotimäentie|
Päivälinnuntie|
Sunantie|
Lystimäen päiväkoti|24.7478228875,60.17184338214285
Mutkamäki|
Juhannusmäki|
Kylänraitti|
Mustakotkanpolku|
Rautiaisentie|
Laurea-ammattikorkeakoulu|24.80539853846154,60.222721050000004
Kahisevantie 5-9|
Sävasundintie|
Tulvakuja|
Ahertajankuja|
Valapolku|
Kalasääksentie|
Leppävaaran pizzapalvelu|24.8229099,60.2112433
Kotitie|
Itsehallintokuja|
Suoheinäntie|
Arvelantie|
Heiniitty|
Espoonlahden terveysasema|24.66054566111111,60.148835244444435
Kiiltokallionkuja|
Rintamäentanhua|
Martinkallio|
Starkki|24.75774444,60.17997206000001
Nupurin kappeli|24.597844909523808,60.238900385714295
Postipuunkäytävä|
Bensulsintie|
Karpintie|
Purjeet|24.8242562,60.1699915
Palokaivonkuja|
Aalto Micronova|24.816687369230767,60.18475884615385
Tuomarilankatu|
Viides huvilatie|
Matkakuja|
Espoonväylä|
Porttikuja|
Hannuksenpuisto|
Martinmäen päiväkoti|24.695350958823532,60.162136705882354
Kannusillanmäki|
Kilonpuisto|
Puolarmetsän sairaala|24.703596440000002,60.176155246666674
InterSport|24.7065717,60.1632868
Taka-Niipperi|
Lepotie|
Nut4You|24.606494,60.1876667
Miekka|
Rusthollarinkatu|
Meriusva|
Laululinnunpolku|
Kurttilantie|
Haukkalammen opastupa, Haukanpesä|24.5146766,60.3096474
Laturinkatu|
Luuvankuja|
Soukansalmenkuja|
Aallonhuippu|
Haukilahdenranta|
Metsänpojankuja|
Mustalammen keittokatos|24.5120807,60.3056571
Läntinen rantatie|
Kuoretie|
Aitamaa|
Viserryspolku|
Serena|24.7384387,60.3243121
Pohjanneidonpolku|
Piispankalliontie|
Koivistontie|
Reebok Areena|24.806583599999996,60.22391576923077
Pub Nousuvesi|24.6346181,60.1534215
Ukonvaaja|
McDonald's|24.778155866666665,60.171214677777776
Ratalaaksonkuja|
Kaskilaaksontie|
Vanha-Stens|
Pellavakuja|
Piispankallionpää|
Kukkapysäkki|24.7211723,60.1629028
Leppäviita|
Mariantie|
Ryhmäruusut|24.83225974,60.250552819999996
Laajalahden venesatama|24.82923272857143,60.20277870000001
Tuulilasiveljet|24.6427573,60.2108822
Stensintila|
Piispanpelto|
Jalavakuja|
Yhteistuvantie|
Otaniemen lintutorni|24.81913146,60.18946214
Sakkolantie|
Viputie|
Kokkohongantie|
Självstyrelsevägen|
Tasakallionkuja|
Kenttämiehentie|
Kummelitie|
Kiltakallion Lastentalo|24.659747,60.199097
Mäntykallio|
Sikurimyllyntie|
Haukanholman telttailualue|24.5072377,60.3098315
Kaitaan koulu ja lukio|24.696573882352943,60.1495600029412
Reservinpuisto|24.82737402,60.233747040000004
Viikinki|24.8054279,60.2039134
Järvisilta|
Koppalankallio|
Rysätie|
Sävelharju|
Tapiolan uimahalli|24.8076469,60.1784139
Kotiportinpolku|
Pitkänkalliontie|
Läkkisepänkuja|
Sammenkuja|
Ruutikellarinkuja|
Fashion House|24.7582189,60.178209611111114
Sanakatu|
Lumene|24.599018153124998,60.186792396875
Rantaharju|
Cantina|24.8330777,60.1852287
Happy Night|24.742469,60.2267758
Finno skola|24.7008381,60.1624323
Emännänpiha|
Ilmakuja|
Puolarintie|
Geronimo|24.802106,60.1781159
Tuurinmäki|
Stella Business Park - Nova|24.818087443750002,60.21087127500001
Tapio Wirkkalan polku|
Espital|24.7258219,60.173456
Otakallio|
Pappa Pizza|24.6050671,60.1871119
Riianpolku|
Korpisola|
Rakentajanaukio|
Kustaanmäki|
Haarakuja|
Hanikan luontopolku|
Kirsikkakuja|
Sysikallio|
Solisevantie|
Skatantie|
Kilonpuiston Lastentalo|24.7877394,60.213865
Aalto yliopiston kirjasto|24.8277849,60.1845963
Oravannahkatori|
Pizza Express|24.8135426,60.2224291
Unikkopolku|
Tatartie|
Ahventie|
Satulamaakarintie|
Tapionaukio|
Juvantie|
Pizza express|24.7417087,60.2285274
Viisastenpuisto|24.73966085,60.186805820000004
Hanasaarenranta|
Scottish Arms|24.7427613,60.2266559
Havutie|
Suvikummuntie|
Pohjoinen Lintuvaarantie|
Karkelo|24.7640258,60.2286882
Luukkaan ulkoilualue, Kaitalampi|24.6611054,60.3185501
Kavaljeerinkuja|
Specsavers|24.7384203,60.1614548
Huvilarinne|
Tasakalliontie|
Kuusitiaisenpolku|
Samlink|24.8107018,60.2125687
Marjakasvit|24.831861457142857,60.250712414285715
Kolapuuntie|
Mäkirinne|
Rahtitörmä|
Kuormaajantie|
Sokerilinnantie|
Kannusillankatu|
Tiurintie|
Vanha Lakistontie|
Rinnekodintie|
Kahdeksas järvikuja|
Fusion Square|24.8035346,60.1767756
Henttaankallio|
Tervaspiha|
Timontie|
Loimukoivunkuja|
Jalkajousentie|
Tammilaaksontie|
Rauduntie|
Rinkelikorpi|
Alfapet|24.6024552,60.1916047
Etuvartio|
Kuusikodinmäki|
2,3|24.8213501,60.2367695
Lipunkantajanpolku|
Taltrikinmäki|
Minigolf|24.651681494117646,60.15254007647059
Komeetankuja|
Luuvantie|
Planeetankuja|
Säterinrinne|
Vitikka|
Salmenkuja|
Eteläviitta|
Santaharjuntie|
Soukansalmentie|
Nimismiehenmäki|
Uuskartanontie|
Niittylounas|24.729496,60.1647491
Laurintie|
Seitsemäs järvikuja|
Holvikuja|
Matinlahden koulu|24.7541525,60.1549881
Yksityistie|
Suvikummunkuja|
Espoon Eläinlääkäriasema|24.821368,60.213507
Notkotie|
Masalantie|
Kirjurinkuja|
Vehkasaarentie|
Vilkkupoiju|
Ahvenkuja|
Kaskenpää|
S-Market Malminmäki|24.6787309,60.1810073
Vallityöläisenpolku|
Solisevankuja|
Ristihaantie|
Omnia - (Espoon keskus, Kirkkokadun toimipiste)|24.652200728571426,60.2122351
Maapallonrata|
Linkorinne|
Parsitie|
Laaksolahden uimaranta|24.7494414,60.2466639
Delta Auto Espoo|24.766221837499998,60.172058175000004
Vanha Lagstadintie|
Majurinkuja|
Harmaakallionpolku|
Kellorinne|
Linnakepolku|
Tapiontorintie|
Budget sport|24.7185955,60.1627388
Kauppalantie|
Kone Building|24.828692066666665,60.17214056666666
Impilahdentie|
Olarius|24.7339506,60.1757389
Lämpötukku|24.6327853,60.1627464
Leppävaaran Kuntokihara|
Puumiehenkuja|
Soukan koulu|24.6712675,60.1390883
Autoasi Muurala|24.6494667,60.2151102
Solmukuja|
Esperantontie|
Sotarovastintie|
Ruutikellarintie|
Merikansantie|
Hiekkarata|
Pitkänkallionkuja|
Jehovan todistajien valtakunnansali|24.695946839999998,60.170442779999995
Erätie|
Espoonlahden paloasema|24.66784572222222,60.14633713333334
Sammentie|
Rysäkuja|
Karhusuon kirjasto|24.6211261,60.22802915999999
Siuntionportti|
Espoon väri|24.7411162,60.2260579
Mielikinviita|
Ratsutori|
Läntinen jokitie|
Tuotantotalo Werne|24.758195100000002,60.17872016
Pizzeria PIccante|24.6559423,60.1482192
Mankkaansuo|
Keskitie|
Annintanhua|
Aalto yliopiston Otaniemen kampuksen päärakennus, pääsisäänkäynti|24.8270706,60.1859528
Kaironpolku|
Karhusola|
Chico's Tapiola|24.7947709,60.1836687
Ymmerstanrinne|
Aladdin burger|24.71196324,60.244708460000005
Vantinmäentie|
Espoon työväenopisto|24.8045547,60.1743906
Joosepinkuja|
Järvenperän koulu|24.704692536111114,60.23911039722222
Espoon kaupunginteatteri|24.80466404,60.17139381999999
Peltoranta|
Holmenintie|
Tiilenvalajantie|
Yläjuoksu|
Kylätorintie|
Iirislahdentie|
Vehkaniitty|
Odirinne|
Aalto Dipoli|24.83242857972973,60.18510812297298
Riippakoivunkuja|
Palokaivon kenttä|24.712945440000002,60.167242099999996
Albergan kartano|24.813944455555557,60.21420277777778
Rajamännynahde|
Luovikuja|
Niipperin koulu|24.747181297297292,60.28332824054055
Raanukuja|
Juvanpuro|
Kuninkaanniemi|
R.M.Heino oy|24.736432476923078,60.30697147692309
Hyljetie|
Karakorventie|
St1 Espoo Automat Bemböle|24.672229,60.2223232
Heinäväenkuja|
St1 Espoo Skata Marine|24.7277519,60.1349402
Nuottakuja|
Vanhankartanontie|
Hyljekoukku|
Piennarpolku|
Terveystalo|24.6548186,60.2043022
Hösmärinpuiston leikkipuisto|24.67757767777778,60.197760088888884
Ykköstie|
Elsankuja|
Alamäentie|
Taivalmäki|
Antell Calori|24.8324329,60.181812
Linnuntie|
Terveyskeskus|24.8137062,60.2216514
Mustanpurontie|
Espoon Autopalvelu Oy|24.7436442,60.2258705
Aseveljensilta|
Kulloonportti|
Mankintie|
Kaukolantie|
Seilirinne|
Hirviportti|
Paalukuja|
Espoonlahden lintutorni|24.5708252,60.1762426
Buusintie|
Heiniemi|
Tuomarilan koulu|24.68339745714286,60.201698671428574
Nikunpellonpolku|
Haapakuja|
Hiitolantie|
Porttitie|
Vänrikinkuja|
ABC Deli Tapiola|24.8073696,60.1856862
Bertel Jungin aukio|
Kolmoislammenranta|
Makslahdentie|
Aurikoniitty|
Tähtimötie|
Auringonkatu|
Kalajärvenranta|
Myllyjärvi pohjoinen|24.7045002,60.3232725
Maapallonpolku|
Siltakatu|
Kirkonmäentie|
Kuunkatu|
Kalasääksenkuja|
Kaskihakkio|
Kaskenkaatajantie|
Kiiltokalliontie|
Ravintola Alberga|24.8123969,60.2232382
Rautiaisenkuja|
Nurmitanhua|
Tegelhagen|
Mikkeläntörmä|
Itsehallintotie|
Matinkylän terveysasema|24.74870101153846,60.160252438461534
Sirukuja|
Kauppakeskus Martinsilta|24.6951781,60.1598099
Ahertajantie|
Viikkokuja|
Tulvatie|
Kastevuorenkuja|
Dernecon|24.837691983333333,60.187699716666664
Myllyjärvi eteläinen|24.6555797,60.282469
Infotaulu Luukki|24.6938442,60.3141148
Lintuparvenpuisto|
Palomäenrinne|
Mäkkylän puistotie|
Nokitontunkuja|
Mäntykalliontie|
Sammalkallionkuja|
Alatie|
Lammaksenpolku|
Eetinkuja|
Haltijatontunkuja|
Terijoentie|
Karhusilta|
Isomäki|
Kulmatie|
Oittaa|24.659858252,60.23855742000001
Mankkaanrinne|
Sodexho: Sähkö|24.8320942,60.1888294
Vehaksenkuja|
Myllyjärven (etelä) uimapaikka|24.6555075,60.2828546
Veininkuja|
Pihlajaniityntie|
Sateenkaari|
Leppävaara|24.813451,60.2193624
Al-Amal Halal Itämainen Elintarvikekauppa|24.8157132,60.2210175
Kahisevankuja|
Lukurinne|
Rajamaankaari|
Saarnimäenkuja|
Ruusutorpankuja|
Hiidenkiukaantie|
Haltilanpuisto|24.747651603225805,60.17249020967741
Finnsintie|
Prisma Olari|24.733228800000006,60.16620322272727
Tiistinniityntie|
Svartholmantie|
Yläkartanontie|
Kynäkatu|
Tapionportti|
Bodominkuja|
Kalliopolku|
Itätuulenkuja|
Perennat|24.832010672727275,60.250613309090916
Raasillantie|
Puutarhurintie|
Taivalportti|
Karaportti|
Kattilatanhua|
Aalto Materiaalitekniikka|24.82515781818181,60.182834154545475
Rantaraitti|
Mårtensbro skola|24.6660968,60.1482388
Isäntärengintie|
Hans Floorin Puisto|24.742038502857135,60.18584778571428
Retuperä|
Alkutie|
Leppävaaran raitti|
Kuloniityn leikkipuisto|24.6828008,60.2074157
Taavinkylän koulu|24.7516747,60.1962206
Leirikaari|
Marjatie|
Vohveli|24.7672568,60.2478853
Vuoriharjunpuisto|
Teatteri Hevosenkenkä|24.7552381,60.1851346
Holmanpää|
Ravintola Myötätuuli|24.6716292,60.2218547
Tornitaso|
Kirvisentie|
Olarin uimahalli|24.7345778,60.1754555
Everstinkatu|
Fallåkerinrinne|
Sinirinnantie|
Luukin päärakennus|24.692209394736846,60.31638908947368
Aalto Tietotekniikka|24.821423162000006,60.186914342
Tillinkuja|
Odimetsäntie|
Salmensuu|
Suinonmäki|
Titaanikuja|
Tyskaksentie|
Frosteruksentie|
Haltiantie|
Lautamiehentie|
Viherlaaksonranta|
Kaitalaakso|
Ruomelantie|
Keijuniityntie|
R-kioski|24.6701433,60.2004024
Lähikauppa|24.76715922222222,60.24783148888888
Timpurinkuja|
R-Kioski|24.6002753,60.1895874
Oittaan ulkoilukeskus|24.657998513333332,60.24170072666667
Hiidenportti|
Soukan päiväkoti|24.663871,60.1416727
Torpanmäki|
Heinäsranta|
Komendantinkuja|
Pajupolku|
Holmanmäentie|
Kuninkaansatama|
Pieni teollisuuskatu|
Orastie|
Louhoskuja|
Kastelli|24.7024673,60.1626045
Madetie|
Kuitinkuja|
Falcon Business Park|24.8090234,60.18780425999999
B-talo|24.766055,60.17403711538462
Lommilanrinne|
Yleiselektroniikka|24.755834471428567,60.178743242857145
Kavallinmäki|
Vanha Sveinsintie|
Peltomiehenkuja|
Alakartanonkuja|
Nallenpolku|
Pakankylän koulu|24.677271999999995,60.28338125454545
Riihirinne|
ToysRUs|24.695424,60.15946
Lähderanta|
Café Luna|24.693408,60.1594085
Open Innovation House|24.815543079999998,60.187290940000004
Yliskalliontie|
Servin mökki|24.83653163333333,60.1884176111111
Nöykkiönniitty|
Skatanouritie|
Jahtimestarintie|
Lintulaakson koulu|24.82066670645161,60.2339406483871
Sokinsuontie|
Ampujanmäki|
Laakakiven päiväkoti|24.79765306451614,60.197138570967745
Piispanmäenkuja|
Ohrakasken Päiväkoti|24.659923457894738,60.17441868421053
Taimenkuja|
Kinopoli|24.8336694,60.1865507
Zanseninkuja|
Haukikuja|
Laaksolahdentie|
Rantaojantie|
Nauhakuja|
Viertopolku|
Sevilla|24.8072137,60.1772777
Järvitörmä|
Kauklahti|24.6008638,60.1895498
Friisiläntie|
Kiltakuja|
Emma|24.7946501,60.178624
Viaporintori|
Krenatöörintie|
Kaskinotko|
Kaivosmäki|
Oy AGA Ab|24.75721099230769,60.218081346153845
Puistopiha|
Laurea Otaniemi|24.80569354545454,60.186103809090895
Raidekuja|
Pihapirtinrinne|
Hanikan lintutorni|24.6912496,60.1381194
Espoon City Hammaskeskus|24.6572961,60.2030579
Hiirihaukankuja|
Havukasvit|24.832132125,60.250720775
Leppävaaran kuningas|24.812411,60.2239207
Palotie|
Uunipolku|
Hösmärinkuja|
Haltilanniitty|
Pihlajamarjantie|
Tapiolan pääkonttori|24.806504915384615,60.172781100000016
Tiklinkuja|
Kirvunkuja|
Chico's|24.7258214,60.1723572
Rykmentinmäki|24.8313497,60.2452985
Olkipolku|
Numersinkatu|
Martinkuja|
Huvilinnanpiha|
Leppävaaran lukio|24.806058566666664,60.22584380666668
Ski track|24.7558026,60.2925308
Kuninkaistentie|
Pisanmäki|
Ämmässuontie|
Kirkkopolku|
Myllyjärventie|
Kirkkojärven koulu|24.6644259,60.2093863
Tietäjäntie|
Karamalmens skola|24.76142188333333,60.223489066666666
Sunanniityntie|
Palomäentie|
Louhoskulma|
Törmänsivu|
Joel Rundtin tie|
M-Market|24.7677975,60.2479875
Pihlajapolku|
Rajaportti|
Ravintola Ukkohauki|24.7740257,60.1641145
Mankkaantie|
Kortestie|
Vahtirinne|
Salmintie|
Vanha Ingaksentie|
Matinkatu|
Järvikorpi|
Viherkirppis|24.741129755555555,60.22755734444445
Servinkuja|
Kaskikuja|
Perusmäenkuja|
Jakelukeskus Retail Center|24.784331877777774,60.225261322222224
Peltorinne|
Latokaski-Nöykkiön lähipalvelukeskus|24.6648708,60.1660956
Viittakorpi|
A-talo|24.766907382352937,60.17392168235295
Takkatie|
Tapiolan keilahalli|24.8026235,60.1771179
Järvensivu|
Kurkijoentie|
Shell Espoo Haukilahti|24.7731707,60.166197
Keittiö|24.71235307142857,60.22763433571428
Pakaasiranta|
Entressen kirjasto|24.6590606,60.2035124
ABC Deli|24.66227757777778,60.155591011111106
Lagstadinpolku|
Tiistilän koulu|24.737444420000003,60.15394561999999
Ukinpolku|
Kulovalkeankuja|
Kortesmäentie|
Vaakunanpolku|
Kukkatalo Kaija K|24.6607337,60.2040635
Tinurinkuja|
Merivalkama|
Plantagen Espoo|24.707756407692308,60.15898663461539
Vanha Porintie|
Mäkkyläntie|
Suomen lelumuseo|24.7948076,60.1790737
Soopakantie|
Lystimäenkuja|
Lidl Karakallio|24.778008963636363,60.23036544545455
Suvelan asukaspuisto|24.670627599999996,60.203679699999995
Rajanummi|
Siikajärvenranta|
Lehtikaskenkuja|
Nelikkokuja|
Dalas-pizza|24.6699609,60.2005955
Puotismäentie|
Vihdintie|
Muurarinkuja|
Veistotie|
Leppävaaran uimahalli|24.803677133333334,60.22617973333334
Myötätuulenkuja|
Etuniemenrinne|
Olarin Kamelit|24.7253054,60.1723529
Gunni Olinin tie|
Nuurtila Oy|24.665109,60.1494472
Matinniityn päiväkoti|24.747591752380952,60.16090318571429
Lasitörmä|
Merenneidontie|
Oittaantie|
Iltapäivänkuja|
Lintumetsäntie|
Fortuna|24.7407122,60.1576159
Päivänsäde|
Tammipäänpolku|
Ritarintie|
Kokinkylänkuja|
Lyhdekuja|
Kurtinrinne|
Etuniemenniitty|
Kyyhkysmäki|
Kultarinnantie|
Uudentorpantie|
Sotilastorpan Kenttä|24.8227711,60.23841126
Kimalaisenpolku|
Oravanhäntä|24.7933471,60.1759627
Tanssikoulu Kokko|24.7664427,60.1951878
K-Market Pohjantähti|24.7936869,60.1832342
Espoo Ringside Golf|24.74341226666667,60.27519053968255
Sinimäenrinne|
Tuurinpohja|
Prisma Sello|24.8101374,60.2186294
Kappalaisentie|
Espoon VPK|24.6491891,60.2057808
Kuitinpolku|
Purolaakso|
Vesirattaanpolku|
Kirstinpolku|
Onnipolku|
Smedsby skola|24.7433577,60.2001195
Bilia|24.75773594117647,60.174660864705885
Sisäkönkuja|
Hyljeluodontie|
Odilampi|24.7694858,60.3038245
St1 Espoo Latokaski|24.66162,60.1736876
Päivättärenpolku|
Paimenenportti|
Otakuja|
Nuottakuninkaantie|
Illansuu|
Hong Kong|24.6529866,60.2167851
Itäinen rantatie|
Lansanportti|
Pajukuja|
Mediq Suomi|24.756630304347826,60.17463973913044
Haukilahden rantauimala|24.7733932,60.153803
Kaskipihan päiväkoti|24.6544423,60.1771023
Gräsanportti|
Hakkukuja|
Pakastiaisentie|
Sarastuskuja|
Siikaniemi|
Puronporras|
Neste Otaniemi|24.8271111,60.178441
Bassenmäki|
Mustarousku|
Brobackantie|
Jäkäläpiha|
Kuunkehrä|
Pyyntitie|
Taavinharju|
Espoonlahdenkatu|
Aalto Nanotalo|24.824883128124995,60.18678373125001
Hanasaaren kulttuurikeskus|24.835858757500006,60.16361377499999
Perkkaan kappeli|24.817406,60.216014
Hepokuja|
Lakitie|
St1 Espoo Automat Mankkaa|24.7674253,60.1939715
Lommilantie|
Nuorisontie|
Kirjapiha|
Laaksolahden Urheilukenttä|24.7470392,60.2448518
Riihitie|
Merivirta|
Sinettikuja|
Kuoppakuja|
Kytömaa|
Karakaari|
Naruportinkuja|
Kukkatalo Maritta|24.7888492,60.1729165
Yölinnuntie|
Eestiläistentie|
Serena Ski laskettelukeskus|24.7382,60.3266536
Oittaan rantauimala|24.6615503,60.2407195
ABC Deli Mikkelä|24.63517,60.208984
Soihtukuja|
bioRex|24.8083738,60.21822016
Fläkt Woods Oy|24.75302554,60.21697715999999
Salvoskuja|
Kanttiinitie|
Piilopirtintie|
Gula Villan|24.7574425,60.1409786
SOL pesulapalvelut|24.7859342,60.1621168
Nöykkiönlaakson koulu|24.665661855555555,60.166976777777776
Niittysaarentie|
Sorvakallio|
Kauklahdenväylä|
Loojärventie|
Lukutie|
Merenkulkijanpolku|
Pizza Service|24.8156568,60.2212959
Kauklahden kirjasto|24.594899600000005,60.18802525
Rauhalanpolku|
Jalkapallohalli|24.746620555555555,60.24601065555555
Iltatähti|
Adjutantinkatu|
Kivirinne|
Hiidenkivenkuja|
Kirjasto Omena|24.7381696,60.1622177
Hovileipurinkuja|
Kiikarivuoren jalopuumetsikkö|24.7279378,60.2236777
MIKES|24.825640564705882,60.18035985294117
Armas Launiksen katu|
Kattilavuorentie|
Miestentie|
Lumiukonpolku|
Alankokuja|
Sello|24.812745545161288,60.21782875806452
Bellinmäki|
Laaksolahtitalo|24.76964594,60.24901746666667
Tammikuja|
HongKong|24.6950653,60.1600355
Meiramikuja|
Nuottalahdentie|
Suotorpantie|
Vanha Histantie|
Viinirinne|
Vartiotie|
Painiityntie|
Ruusutorpanpolku|
Suomen Merkintäkeskus Oy|24.85041519090909,60.224559799999994
Asunto Oy Espoon Auriga|24.7360311,60.1508595
Suurpellontie|
Sotilastorpantie|
Lakistontie|
Bredankuja|
Koivunkonkelo|
Jääskeläntie|
Luukki|24.689738883333334,60.318115954166664
Kotitontuntie|
Ylärinne|
Kino Tapiola|24.8110285,60.1788838
Gyldenärinkatu|
Vanttilantie|
Miilukallionkuja|
Metsätorpantie|
Vasaramäki|
K-Market|24.7472601,60.1700914
Davisto|24.7250772,60.173212
Espoon Mattopesu|24.6930799,60.1607058
Siemens Oy|24.825691821428567,60.21441372857142
Taavilantie|
Viherpeiponkuja|
Audi Center Espoo|24.700117388888888,60.16035951111111
Picnic|24.8025719,60.1756442
Nuuksiontie|
Suomalaistenkuja|
Sammalkallionpolku|
Simeonintie|
Haravaniitty|
Jorvin sairaala|24.6879924,60.2218691
Kummelikulma|
Nuuksionpää|
Oittaan kartano|24.657429335294122,60.24260104705883
Vanha Taivalmäki|
Kutojantie|
Lakeijankuja|
Rautiaisenpolku|
Annabella|24.8019592,60.1765001
RT-Kebab|24.8128066,60.2204453
Vanha Ratavalli|
Kotipolku|
Automaa|24.7519847,60.1711126
Tuokkostie|
Kylävainiontie|
Laidunmäki|
Hietaniemenkuja|
Söderskog|
Espoonkartano|24.582612444444447,60.19905076666666
Kuningattarenkuja|
Ikea|24.663126499999997,60.216971358823535
Yökuja|
KKK-market|24.6565883,60.2039617
Puolarniitty|
Virastopiha|
Honkakuja|
Juvanmalmintie|
Silkkiniitty|24.805990648275866,60.18080279310344
Vuotakuja|
Majurinkulma|
Panorama Tower|24.814376169999996,60.21828377000001
Lehtikasken päiväköti|24.66809054444445,60.18002486666666
Peltotie|
Lemmikkipolku|
Myllykallion ykk|
Teboil Niittykumpu|24.7602135,60.1712397
Nikunmäki|
Palolammentie|
Soittokunnanpolku|
Espoontori|24.65645834,60.204208959999995
Kylänportti|
Maapallonkuja|
Koirapuisto|24.7625766,60.1819027
Oskarinkuja|
Latokasken kukka|24.6524149,60.1752976
Tornimäentie|
Peura Outlet|24.8016642,60.176452
Nikunpellonkuja|
Villiankka|24.7321782,60.1644829
Humisevanportti|
Hannuntie|
Alvarin aukio|24.829379525806452,60.185045499999994
Pilvettärenpolku|
Liekkiönpolku|
Hylkeenpyytäjäntie|
Merisaapas|
Painiityn Helmi|24.8320207,60.2352634
Malkit|24.7571358,60.176923
Pikkulinnuntie|
Etuniementie|
Saarniraiviontie|
Partioaitta Tapiola|24.8043539,60.1747327
Kivenhakkaajankuja|
Vahveromäki|
Ravintola Sävellys|24.8047907,60.2041092
Leirikatu|
SwingHill Cafe|24.554707624999995,60.2987736625
Nuotiotie|
Planar Systems|24.75978116153846,60.17611539230768
Tapiola|24.803564385714285,60.17047569523809
Swinghill Cafe|24.5545445,60.2987698
Ruutikatu|
Snällbackankuja|
Rummunlyöjänkatu|
Kauklahden Apteekki|24.6024747,60.1922434
Kilon VPK|24.77402088571429,60.21871731428571
Kolmoislammentie|
Kirkkojärven päiväkoti|24.668984,60.2095746
Kuurintorpantie|
Jupperinkuja|
Kalajärventie|
Notkoniityntie|
Shell Espoo Express Kauklahti|24.5878663,60.1878261
Kaisan grilli|24.5795471,60.2375387
Lamppukuja|
Pihapirtintie|
Cafe Brunnsdal|24.6019737,60.192952
Jaakimantie|
Heinäpoudankuja|
Revontulentie|
Vaahteratie|
Koti idea|24.6928589,60.1594599
Ylämyllyntie|
Haaparousku|
Ratsukatu|
Odilammentie|
K-market|24.6700193,60.2004313
Vehaksenpolku|
Westendintie|
Vinoristintie|
Ruukinkuja|
Kanavaniitty|
Alaniityntie|
Pitkännotkontie|
ABC Niittykumpu|24.7771443,60.1710502
Vanharaide|
Heinästie|
Kehä III|
Stella Business Park - Solaris|24.81758375333333,60.21126078666667
Malmstenin metsätie|
Pikkalantie|
Urpiaisenkuja|
Quartetto Plus: Estrade|24.811354133333335,60.212166266666664
Auringonrata|
Pohtimenpolku|
